,Date,Longitude,Latitude,Temp
200,2023-04-04,-121.75,48.0,277.225
201,2023-04-04,-121.75,48.25,276.425
202,2023-04-04,-121.75,48.5,277.225
203,2023-04-04,-121.75,48.75,274.525
204,2023-04-04,-121.75,49.0,274.025
205,2023-04-04,-121.5,48.0,273.625
206,2023-04-04,-121.5,48.25,277.625
207,2023-04-04,-121.5,48.5,277.525
208,2023-04-04,-121.5,48.75,274.525
209,2023-04-04,-121.5,49.0,272.825
210,2023-04-04,-121.25,48.0,272.125
211,2023-04-04,-121.25,48.25,273.525
212,2023-04-04,-121.25,48.5,273.925
213,2023-04-04,-121.25,48.75,273.925
214,2023-04-04,-121.25,49.0,273.925
215,2023-04-04,-121.0,48.0,271.825
216,2023-04-04,-121.0,48.25,270.525
217,2023-04-04,-121.0,48.5,271.225
218,2023-04-04,-121.0,48.75,273.425
219,2023-04-04,-121.0,49.0,274.625
220,2023-04-04,-120.75,48.0,273.325
221,2023-04-04,-120.75,48.25,271.825
222,2023-04-04,-120.75,48.5,270.825
223,2023-04-04,-120.75,48.75,270.925
224,2023-04-04,-120.75,49.0,271.525
225,2023-04-04,-120.5,48.0,274.325
226,2023-04-04,-120.5,48.25,272.825
227,2023-04-04,-120.5,48.5,272.725
228,2023-04-04,-120.5,48.75,270.925
229,2023-04-04,-120.5,49.0,270.025
230,2023-04-04,-120.25,48.0,276.225
231,2023-04-04,-120.25,48.25,275.825
232,2023-04-04,-120.25,48.5,276.525
233,2023-04-04,-120.25,48.75,271.725
234,2023-04-04,-120.25,49.0,268.425
235,2023-04-04,-120.0,48.0,279.425
236,2023-04-04,-120.0,48.25,278.725
237,2023-04-04,-120.0,48.5,274.225
238,2023-04-04,-120.0,48.75,270.725
239,2023-04-04,-120.0,49.0,269.125
240,2023-04-04,-119.75,48.0,280.225
241,2023-04-04,-119.75,48.25,279.725
242,2023-04-04,-119.75,48.5,276.125
243,2023-04-04,-119.75,48.75,274.625
244,2023-04-04,-119.75,49.0,274.825
245,2023-04-04,-119.5,48.0,280.483
246,2023-04-04,-119.5,48.25,280.225
247,2023-04-04,-119.5,48.5,279.925
248,2023-04-04,-119.5,48.75,280.425
249,2023-04-04,-119.5,49.0,279.825
250,2023-04-04,-119.25,48.0,280.325
251,2023-04-04,-119.25,48.25,279.625
252,2023-04-04,-119.25,48.5,276.225
253,2023-04-04,-119.25,48.75,277.325
254,2023-04-04,-119.25,49.0,276.525
255,2023-04-04,-119.0,48.0,280.625
256,2023-04-04,-119.0,48.25,279.125
257,2023-04-04,-119.0,48.5,275.225
258,2023-04-04,-119.0,48.75,274.525
259,2023-04-04,-119.0,49.0,276.825
260,2023-04-05,-122.0,48.0,283.416
261,2023-04-05,-122.0,48.25,281.716
262,2023-04-05,-122.0,48.5,281.116
263,2023-04-05,-122.0,48.75,278.916
264,2023-04-05,-122.0,49.0,279.916
265,2023-04-05,-121.75,48.0,281.616
266,2023-04-05,-121.75,48.25,280.216
267,2023-04-05,-121.75,48.5,281.116
268,2023-04-05,-121.75,48.75,275.516
269,2023-04-05,-121.75,49.0,275.816
270,2023-04-05,-121.5,48.0,275.016
271,2023-04-05,-121.5,48.25,280.116
272,2023-04-05,-121.5,48.5,279.516
273,2023-04-05,-121.5,48.75,275.016
274,2023-04-05,-121.5,49.0,274.316
275,2023-04-05,-121.25,48.0,273.416
276,2023-04-05,-121.25,48.25,275.316
277,2023-04-05,-121.25,48.5,275.016
278,2023-04-05,-121.25,48.75,274.316
279,2023-04-05,-121.25,49.0,274.816
280,2023-04-05,-121.0,48.0,273.216
281,2023-04-05,-121.0,48.25,272.216
282,2023-04-05,-121.0,48.5,272.516
283,2023-04-05,-121.0,48.75,274.616
284,2023-04-05,-121.0,49.0,275.216
285,2023-04-05,-120.75,48.0,274.816
286,2023-04-05,-120.75,48.25,273.816
287,2023-04-05,-120.75,48.5,272.316
288,2023-04-05,-120.75,48.75,272.516
289,2023-04-05,-120.75,49.0,272.416
290,2023-04-05,-120.5,48.0,275.216
291,2023-04-05,-120.5,48.25,275.416
292,2023-04-05,-120.5,48.5,274.416
293,2023-04-05,-120.5,48.75,272.416
294,2023-04-05,-120.5,49.0,271.916
295,2023-04-05,-120.25,48.0,277.216
296,2023-04-05,-120.25,48.25,276.416
297,2023-04-05,-120.25,48.5,275.616
298,2023-04-05,-120.25,48.75,272.416
299,2023-04-05,-120.25,49.0,271.116
300,2023-04-05,-120.0,48.0,280.016
301,2023-04-05,-120.0,48.25,278.216
302,2023-04-05,-120.0,48.5,274.316
303,2023-04-05,-120.0,48.75,271.516
304,2023-04-05,-120.0,49.0,271.716
305,2023-04-05,-119.75,48.0,281.716
306,2023-04-05,-119.75,48.25,279.516
307,2023-04-05,-119.75,48.5,276.516
308,2023-04-05,-119.75,48.75,275.516
309,2023-04-05,-119.75,49.0,275.816
310,2023-04-05,-119.5,48.0,281.916
311,2023-04-05,-119.5,48.25,281.216
312,2023-04-05,-119.5,48.5,280.616
313,2023-04-05,-119.5,48.75,280.816
314,2023-04-05,-119.5,49.0,279.916
315,2023-04-05,-119.25,48.0,281.516
316,2023-04-05,-119.25,48.25,280.516
317,2023-04-05,-119.25,48.5,276.916
318,2023-04-05,-119.25,48.75,278.016
319,2023-04-05,-119.25,49.0,277.016
320,2023-04-05,-119.0,48.0,281.316
321,2023-04-05,-119.0,48.25,279.416
322,2023-04-05,-119.0,48.5,275.916
323,2023-04-05,-119.0,48.75,275.416
324,2023-04-05,-119.0,49.0,277.916
325,2023-04-06,-122.0,48.0,283.09
326,2023-04-06,-122.0,48.25,281.4
327,2023-04-06,-122.0,48.5,280.45
328,2023-04-06,-122.0,48.75,278.48
329,2023-04-06,-122.0,49.0,282.19
330,2023-04-06,-121.75,48.0,282.6
331,2023-04-06,-121.75,48.25,282.76
332,2023-04-06,-121.75,48.5,283.5
333,2023-04-06,-121.75,48.75,278.29
334,2023-04-06,-121.75,49.0,279.24
335,2023-04-06,-121.5,48.0,278.66
336,2023-04-06,-121.5,48.25,283.19
337,2023-04-06,-121.5,48.5,283.67
338,2023-04-06,-121.5,48.75,278.84
339,2023-04-06,-121.5,49.0,277.74
340,2023-04-06,-121.25,48.0,275.44
341,2023-04-06,-121.25,48.25,278.73
342,2023-04-06,-121.25,48.5,279.37
343,2023-04-06,-121.25,48.75,278.92
344,2023-04-06,-121.25,49.0,278.41
345,2023-04-06,-121.0,48.0,273.81
346,2023-04-06,-121.0,48.25,275.12
347,2023-04-06,-121.0,48.5,275.17
348,2023-04-06,-121.0,48.75,277.42
349,2023-04-06,-121.0,49.0,278.34
350,2023-04-06,-120.75,48.0,274.75
351,2023-04-06,-120.75,48.25,274.63
352,2023-04-06,-120.75,48.5,273.31
353,2023-04-06,-120.75,48.75,272.91
354,2023-04-06,-120.75,49.0,275.23
355,2023-04-06,-120.5,48.0,274.49
356,2023-04-06,-120.5,48.25,274.75
357,2023-04-06,-120.5,48.5,273.95
358,2023-04-06,-120.5,48.75,272.21
359,2023-04-06,-120.5,49.0,273.32
360,2023-04-06,-120.25,48.0,276.94
361,2023-04-06,-120.25,48.25,275.52
362,2023-04-06,-120.25,48.5,275.66
363,2023-04-06,-120.25,48.75,272.13
364,2023-04-06,-120.25,49.0,271.86
365,2023-04-06,-120.0,48.0,280.08
366,2023-04-06,-120.0,48.25,278.88
367,2023-04-06,-120.0,48.5,274.67
368,2023-04-06,-120.0,48.75,272.22
369,2023-04-06,-120.0,49.0,271.71
370,2023-04-06,-119.75,48.0,282.19
371,2023-04-06,-119.75,48.25,280.63
372,2023-04-06,-119.75,48.5,276.52
373,2023-04-06,-119.75,48.75,275.44
374,2023-04-06,-119.75,49.0,275.5
375,2023-04-06,-119.5,48.0,282.1
376,2023-04-06,-119.5,48.25,282.03
377,2023-04-06,-119.5,48.5,280.93
378,2023-04-06,-119.5,48.75,280.68
379,2023-04-06,-119.5,49.0,279.61
380,2023-04-06,-119.25,48.0,281.59
381,2023-04-06,-119.25,48.25,280.31
382,2023-04-06,-119.25,48.5,276.98
383,2023-04-06,-119.25,48.75,277.92
384,2023-04-06,-119.25,49.0,277.22
385,2023-04-06,-119.0,48.0,281.19
386,2023-04-06,-119.0,48.25,278.91
387,2023-04-06,-119.0,48.5,275.7
388,2023-04-06,-119.0,48.75,275.02
389,2023-04-06,-119.0,49.0,277.17
390,2023-04-07,-122.0,48.0,283.943
391,2023-04-07,-122.0,48.25,281.543
392,2023-04-07,-122.0,48.5,280.743
393,2023-04-07,-122.0,48.75,278.177
394,2023-04-07,-122.0,49.0,280.197
395,2023-04-07,-121.75,48.0,280.027
396,2023-04-07,-121.75,48.25,280.243
397,2023-04-07,-121.75,48.5,279.667
398,2023-04-07,-121.75,48.75,276.217
399,2023-04-07,-121.75,49.0,276.777
400,2023-04-07,-121.5,48.0,276.887
401,2023-04-07,-121.5,48.25,279.117
402,2023-04-07,-121.5,48.5,279.467
403,2023-04-07,-121.5,48.75,276.143
404,2023-04-07,-121.5,49.0,275.843
405,2023-04-07,-121.25,48.0,274.743
406,2023-04-07,-121.25,48.25,276.827
407,2023-04-07,-121.25,48.5,277.207
408,2023-04-07,-121.25,48.75,276.437
409,2023-04-07,-121.25,49.0,276.207
410,2023-04-07,-121.0,48.0,274.943
411,2023-04-07,-121.0,48.25,274.243
412,2023-04-07,-121.0,48.5,274.343
413,2023-04-07,-121.0,48.75,276.087
414,2023-04-07,-121.0,49.0,276.467
415,2023-04-07,-120.75,48.0,275.543
416,2023-04-07,-120.75,48.25,274.543
417,2023-04-07,-120.75,48.5,274.343
418,2023-04-07,-120.75,48.75,274.343
419,2023-04-07,-120.75,49.0,275.243
420,2023-04-07,-120.5,48.0,275.043
421,2023-04-07,-120.5,48.25,274.143
422,2023-04-07,-120.5,48.5,273.843
423,2023-04-07,-120.5,48.75,273.343
424,2023-04-07,-120.5,49.0,274.943
425,2023-04-07,-120.25,48.0,275.043
426,2023-04-07,-120.25,48.25,274.243
427,2023-04-07,-120.25,48.5,274.057
428,2023-04-07,-120.25,48.75,273.243
429,2023-04-07,-120.25,49.0,273.543
430,2023-04-07,-120.0,48.0,275.943
